"Study_ID";"Plot_ID";"Year";"Crop_species";"Lat";"Long"
"DIVAG";"18AB-M3";2019;"Triticale, pea";6769752,353;335722,7598
"DIVAG";"20AB-P1";2019;"Winter wheat";6775482,835;370384,0329
"DIVAG";"20AB-P2";2019;"Winter wheat";6775664,216;370361,9104
"DIVAG";"21AB-M1";2019;"Triticale, spelt, faba bean";6772651,402;330728,8937
"DIVAG";"21AB-M2";2019;"Triticale, spelt, faba bean";6773069,781;330568,7924
"DIVAG";"23AB-M";2019;"Triticale, faba bean";6773666,263;379053,7838
"DIVAG";"24AB-P";2019;"Winter wheat";6772560,785;355232,424
"DIVAG";"25AB-M1";2019;"Triticale, pea";6763877,851;328887,7169
"DIVAG";"25AB-M2";2019;"Meslin";6763946,26;328005,8875
"DIVAG";"26AB-M";2019;"Triticale, oat, pea, faba bean";6769261,251;328175,2505
"DIVAG";"27AB-M";2019;"Triticale, spelt, faba bean";6774321,409;333229,4742
"DIVAG";"27AB-P";2019;"Winter wheat";6772736,636;332689,7223
"DIVAG";"8AB-M";2019;"Triticale, pea";6779389,848;371533,6137
"DIVAG";"10AB-M";2019;"Winter wheat + ?";6776763,456;373265,4982
"DIVAG";"11AB-M";2019;"Meslin";6776562,669;381929,3579
"DIVAG";"12AB-P";2019;"Winter wheat";6768661,165;369406,4614
"DIVAG";"13AB-P";2019;"Winter wheat";6771964,594;356102,9759
"DIVAG";"14AB-P";2019;"Winter wheat";6770679,57;356201,2997
"DIVAG";"15AB-M1";2019;"Winter wheat + ?";6757313,336;348508,249
"DIVAG";"16AB-M";2019;"Spelt, faba bean";6756750,315;349225,9015
"DIVAG";"17AB-P";2019;"Winter wheat";6764355,732;334548,7506
"DIVAG";"18AB-P";2019;"Winter wheat";6769990,697;334312,2974
"DIVAG";"19AB-P";2019;"Winter wheat";6770416,012;334013,2543
"DIVAG";"1AB-P";2019;"Winter wheat";6788996,283;374589,3976
"DIVAG";"21AB-P";2019;"Winter wheat";6772492,25;330767,7913
"DIVAG";"22AB-M";2019;"Spelt, faba bean";6777002,878;327838,5373
"DIVAG";"2AB-P";2019;"Winter wheat";6784038,978;364532,3125
"DIVAG";"3AB-P";2019;"Winter wheat";6781427,792;368222,6351
"DIVAG";"4AB-P";2019;"Winter wheat";6783054,832;370791,9554
"DIVAG";"5AB-P";2019;"Winter wheat";6781940,967;370341,574
"DIVAG";"7AB-P";2019;"Winter wheat";6783073,287;375900,7702
"DIVAG";"8AB-P";2019;"Winter wheat";6780303,892;370898,6407
"DIVAG";"9AB-P";2019;"Winter wheat";6779242,103;369789,0103
"DIVAG";"6AB-P";2019;"Winter wheat";6783064,336;375567,1919
"SEBIOPAG_ZAAr";"R01";2018;"Winter wheat";6788377,234;374331,307
"SEBIOPAG_ZAAr";"R02";2018;"Maize ";6783110,981;374991,5288
"SEBIOPAG_ZAAr";"R03";2018;"Winter barley";6783985,044;371432,4636
"SEBIOPAG_ZAAr";"R04";2018;"Temporary grassland";6781747,279;367879,2509
"SEBIOPAG_ZAAr";"R05";2018;"Winter wheat";6781476,751;368438,4751
"SEBIOPAG_ZAAr";"R06";2018;"Winter wheat";6779957,355;368584,011
"SEBIOPAG_ZAAr";"R07";2018;"Oilseed rape";6778375,39;372051,7672
"SEBIOPAG_ZAAr";"R08";2018;"Maize ";6773587,675;378486,4242
"SEBIOPAG_ZAAr";"R09";2018;"Winter wheat";6776984,289;382805,2364
"SEBIOPAG_ZAAr";"R10";2018;"Maize ";6764675,234;382793,6986
"SEBIOPAG_ZAAr";"R11";2018;"Temporary grassland";6769124,735;369352,8224
"SEBIOPAG_ZAAr";"R12";2018;"Temporary grassland";6770459,793;356033,5245
"SEBIOPAG_ZAAr";"R13";2018;"Winter wheat";6756139,678;352452,6863
"SEBIOPAG_ZAAr";"R14";2018;"Millet";6757290,964;348501,2959
"SEBIOPAG_ZAAr";"R15";2018;"Winter wheat";6764711,373;334331,8464
"SEBIOPAG_ZAAr";"R16";2018;"Temporary grassland";6764157,015;328779,5226
"SEBIOPAG_ZAAr";"R17";2018;"Pea";6768533,165;327395,8707
"SEBIOPAG_ZAAr";"R18";2018;"Winter wheat";6769666,227;334783,5986
"SEBIOPAG_ZAAr";"R19";2018;"Spring barley";6772762,669;331873,6977
"SEBIOPAG_ZAAr";"R20";2018;"Winter wheat";6777239,675;327653,3656
"SEBIOPAG_ZAAr";"R01";2021;"Maize ";6788377,234;374331,307
"SEBIOPAG_ZAAr";"R02";2021;"Winter wheat";6783110,981;374991,5288
"SEBIOPAG_ZAAr";"R03";2021;"Winter barley";6783985,044;371432,4636
"SEBIOPAG_ZAAr";"R04";2021;"Quinoa";6781747,279;367879,2509
"SEBIOPAG_ZAAr";"R05";2021;"Maize ";6781476,751;368438,4751
"SEBIOPAG_ZAAr";"R06";2021;"Lucerne";6779957,355;368584,011
"SEBIOPAG_ZAAr";"R09";2021;"Oilseed rape";6776984,289;382805,2364
"SEBIOPAG_ZAAr";"R11";2021;"Temporary grassland";6769124,735;369352,8224
"SEBIOPAG_ZAAr";"R12";2021;"Winter wheat";6770459,793;356033,5245
"SEBIOPAG_ZAAr";"R13";2021;"Maize ";6756139,678;352452,6863
"SEBIOPAG_ZAAr";"R14";2021;"Winter wheat, faba bean";6757290,964;348501,2959
"SEBIOPAG_ZAAr";"R15";2021;"Temporary grassland";6764711,373;334331,8464
"SEBIOPAG_ZAAr";"R16";2021;"Temporary grassland";6764157,015;328779,5226
"SEBIOPAG_ZAAr";"R17";2021;"Oilseed rape";6768533,165;327395,8707
"SEBIOPAG_ZAAr";"R18";2021;"Maize ";6769666,227;334783,5986
"SEBIOPAG_ZAAr";"R19";2021;"Winter wheat, oat, rye";6772762,669;331873,6977
"SEBIOPAG_ZAAr";"R20";2021;"Maize ";6777239,675;327653,3656
"SEBIOPAG_ZAAr";"R01";2023;"Maize ";6788377,234;374331,307
"SEBIOPAG_ZAAr";"R02";2023;"Winter wheat";6783110,981;374991,5288
"SEBIOPAG_ZAAr";"R03";2023;"Winter barley";6783985,044;371432,4636
"SEBIOPAG_ZAAr";"R04";2023;"Oilseed rape";6781747,279;367879,2509
"SEBIOPAG_ZAAr";"R05";2023;"Maize ";6781476,751;368438,4751
"SEBIOPAG_ZAAr";"R06";2023;"Lucerne";6779957,355;368584,011
"SEBIOPAG_ZAAr";"R09";2023;"Winter barley";6776984,289;382805,2364
"SEBIOPAG_ZAAr";"R11";2023;"Winter wheat";6769124,735;369352,8224
"SEBIOPAG_ZAAr";"R12";2023;"Winter wheat";6770459,793;356033,5245
"SEBIOPAG_ZAAr";"R13";2023;"Maize ";6756139,678;352452,6863
"SEBIOPAG_ZAAr";"R14";2023;"Winter wheat, faba bean";6757290,964;348501,2959
"SEBIOPAG_ZAAr";"R15";2023;"Temporary grassland";6764711,373;334331,8464
"SEBIOPAG_ZAAr";"R16";2023;"Winter barley, pea";6764157,015;328779,5226
"SEBIOPAG_ZAAr";"R17";2023;"Winter barley";6768533,165;327395,8707
"SEBIOPAG_ZAAr";"R18";2023;"Maize ";6769666,227;334783,5986
"SEBIOPAG_ZAAr";"R20";2023;"Maize ";6777239,675;327653,3656
"SERIPAGE";"TF_01_066c";2016;"Winter wheat";6846567;381139
"SERIPAGE";"TF_03_051c";2016;"Winter wheat";6837839;394921
"SERIPAGE";"TF_06_042c";2016;"Winter wheat";6842278;382168
"SERIPAGE";"TF_07_025c";2016;"Winter wheat";6840982;384567
"SERIPAGE";"TF_08_021c";2016;"Winter wheat";6840953;386203
"SERIPAGE";"TF_08_029c";2016;"Winter wheat";6840482;386214
"SERIPAGE";"TF_10_060c";2016;"Winter wheat";6838647;401573
"SERIPAGE";"TF_12_033c";2016;"Winter wheat";6838958;411311
"SERIPAGE";"TF_13_012c";2016;"Winter wheat";6838616;415225
"BISCO";"32";2017;"Winter wheat";6832817,499;364433,3445
"BISCO";"59";2017;"Winter wheat";6835164,433;363265,3034
"BISCO";"68";2017;"Winter wheat";6835023,965;364860,3072
"BISCO";"86";2017;"Winter wheat";6838434,051;359439,7355
"BISCO";"75";2017;"Winter wheat";6835923,485;360102,9962
"BISCO";"269";2017;"Winter wheat";6830189,053;357464,148
"BISCO";"157";2017;"Winter wheat";6830408,45;357073,8857
"BISCO";"281";2017;"Winter wheat";6830389,184;366767,9001
"BISCO";"26";2017;"Winter wheat";6833155,247;366406,739
"BISCO";"156";2017;"Winter wheat";6829594,797;357804,878
"BISCO";"39a";2017;"Winter wheat";6833150,644;360938,6284
"BISCO";"20";2017;"Winter wheat";6832133,061;367142,5836
"BISCO";"149";2017;"Winter wheat";6829372,459;366776,5656
"BISCO";"19";2017;"Winter wheat";6832250,715;362519,3661
"BISCO";"71";2017;"Winter wheat";6830907,624;366163,6239
"BISCO";"101";2017;"Winter wheat";6832991,174;362593,7597
"BISCO";"30";2017;"Winter wheat";6832790,148;360261,9745
"BISCO";"39b";2017;"Winter wheat";6831216,284;362592,3412
"BISCO";"100";2017;"Winter wheat";6832355,356;361437,8385
"BISCO";"43";2017;"Winter wheat";6833831,826;362063,9654
"BISCO";"29";2017;"Winter wheat";6832726,435;362984,4461
"BISCO";"200";2017;"Winter wheat";6830888,552;357974,2235
"BISCO";"169";2017;"Winter wheat";6830294,573;361057,9943
"BISCO";"27";2017;"Winter wheat";6829841,494;359135,1894
"BISCO";"176";2017;"Winter wheat";6831457,442;360296,7494
"BISCO";"138";2017;"Winter wheat";6830216,937;359824,8882
"BISCO";"180";2017;"Winter wheat";6830939,7;361239,5215
"OSCAR";"11_2013_00001";2018;"Disease resistant Grapevine";;
"OSCAR";"11_2013_00002";2018;"Disease resistant Grapevine";;
"OSCAR";"11_2015_00001";2018;"Disease resistant Grapevine";43,1552073711;3,1124787300623
"OSCAR";"13_2016_00001";2018;"Disease resistant Grapevine";43,506137012925;4,7543923441331
"OSCAR";"13_2016_00002";2018;"Disease resistant Grapevine";43,506066938998;4,7540090448849
"OSCAR";"13_3";2018;"Disease resistant Grapevine";;
"OSCAR";"24_2014_00001";2018;"Disease resistant Grapevine";44,801452173185;0,29148482950018
"OSCAR";"24_2014_00002";2018;"Disease resistant Grapevine";44,800641158072;0,29143212168195
"OSCAR";"30_2016_00001";2018;"Disease resistant Grapevine";43,827955839944;4,4503326039658
"OSCAR";"30_2016_00002";2018;"Disease resistant Grapevine";43,827843412167;4,4501443008207
"OSCAR";"32_2015_00001";2018;"Disease resistant Grapevine";43,940072858921;0,44882055647134
"OSCAR";"32_2015_00002";2018;"Disease resistant Grapevine";43,939908691147;0,44873129907907
"OSCAR";"33_2011_00002";2018;"Disease resistant Grapevine";44,792312649782;-0,5767817114322
"OSCAR";"33_2014_00002";2018;"Disease resistant Grapevine";44,752234673468;-0,20410688881191
"OSCAR";"33_2014_00003";2018;"Disease resistant Grapevine";44,744791868194;-0,21366082333626
"OSCAR";"34_2013_00001";2018;"Disease resistant Grapevine";;
"OSCAR";"34_2013_00002";2018;"Disease resistant Grapevine";;
"OSCAR";"34_2013_00003";2018;"Disease resistant Grapevine";;
"OSCAR";"34_2016_00001";2018;"Disease resistant Grapevine";;
"OSCAR";"47_2017_00001";2018;"Disease resistant Grapevine";44,682209580553;0,20262763607888
"OSCAR";"68_2014_00002";2018;"Disease resistant Grapevine";48,071576640915;7,2783122372045
"OSCAR";"68_2014_00003";2018;"Disease resistant Grapevine";48,071488438911;7,278174823286
"OSCAR";"11_2012_00001";2019;"Disease resistant Grapevine";43,157189117391;3,1172782783681
"OSCAR";"34_2018_00001";2019;"Disease resistant Grapevine";;
"OSCAR";"34_2018_00005";2019;"Disease resistant Grapevine";43,478161693967;3,2535292869188
"OSCAR";"11_2012_00002";2019;"Disease resistant Grapevine";43,157169831551;3,1172729214725
"OSCAR";"34_2018_00006";2019;"Disease resistant Grapevine";43,432336879477;3,2897535994612
"OSCAR";"34_2018_00007";2019;"Disease resistant Grapevine";43,539461034629;3,7704082575417
"OSCAR";"34_2019_00004";2019;"Disease resistant Grapevine";43,319671774243;3,0685707396016
"OSCAR";"34_2018_00003";2019;"Disease resistant Grapevine";43,344201619849;2,7989978793921
"OSCAR";"34_2018_00008";2019;"Disease resistant Grapevine";;
"OSCAR";"34_2018_00002";2019;"Disease resistant Grapevine";43,344493656362;2,7969808000896
"OSCAR";"34_2018_00004";2019;"Disease resistant Grapevine";43,47952144167;3,2516907549419
"OSCAR";"11_2015_00002";2019;"Disease resistant Grapevine";43,156464542163;3,1157193984767
"OSCAR";"26_2016_00002";2019;"Disease resistant Grapevine";44,605330529685;4,8376837778706
"OSCAR";"33_2011_00002";2019;"Disease resistant Grapevine";44,792312649782;-0,5767817114322
"OSCAR";"34_2016_00001";2019;"Disease resistant Grapevine";;
"OSCAR";"47_2018_00002";2019;"Disease resistant Grapevine";44,462994773299;0,068017610867855
"OSCAR";"11_2013_00001";2019;"Disease resistant Grapevine";;
"OSCAR";"11_2013_00002";2019;"Disease resistant Grapevine";;
"OSCAR";"33_2018_00005";2019;"Disease resistant Grapevine";45,011464238203;-0,35166528248374
"OSCAR";"34_2013_00001";2019;"Disease resistant Grapevine";;
"OSCAR";"33_2014_00003";2019;"Disease resistant Grapevine";44,744791868194;-0,21366082333626
"OSCAR";"13_2016_00001";2019;"Disease resistant Grapevine";43,506137012925;4,7543923441331
"OSCAR";"24_2014_00002";2019;"Disease resistant Grapevine";44,800641158072;0,29143212168195
"OSCAR";"33_2014_00002";2019;"Disease resistant Grapevine";44,752234673468;-0,20410688881191
"OSCAR";"68_2014_00002";2019;"Disease resistant Grapevine";48,071576640915;7,2783122372045
"OSCAR";"68_2014_00003";2019;"Disease resistant Grapevine";48,071488438911;7,278174823286
"OSCAR";"11_2015_00001";2019;"Disease resistant Grapevine";43,1552073711;3,1124787300623
"OSCAR";"26_2017_00002";2019;"Disease resistant Grapevine";44,605103093369;4,8372673403233
"OSCAR";"33_2017_00002";2019;"Disease resistant Grapevine";44,787082662761;-0,57796191660688
"OSCAR";"41_2019_00001";2019;"Disease resistant Grapevine";47,340800246299;1,2909269433165
"OSCAR";"47_2017_00001";2019;"Disease resistant Grapevine";44,682209580553;0,20262763607888
"OSCAR";"34_2013_00002";2019;"Disease resistant Grapevine";;
"OSCAR";"07_2018_00004";2019;"Disease resistant Grapevine";;
"OSCAR";"11_2015_00005";2019;"Disease resistant Grapevine";;
"OSCAR";"24_2014_00001";2019;"Disease resistant Grapevine";44,801452173185;0,29148482950018
"OSCAR";"33_2018_00002";2019;"Disease resistant Grapevine";44,534301162689;-0,16203922473485
"OSCAR";"13_2016_00002";2019;"Disease resistant Grapevine";43,506066938998;4,7540090448849
"OSCAR";"11_2016_00001";2019;"Disease resistant Grapevine";;
"OSCAR";"33_2018_00003";2019;"Disease resistant Grapevine";44,532896565608;-0,16321179267172
"OSCAR";"33_2018_00004";2019;"Disease resistant Grapevine";45,116089356621;-0,44653118137732
"OSCAR";"33_2018_00006";2019;"Disease resistant Grapevine";45,036462077589;-0,33728367596791
"OSCAR";"34_2013_00003";2019;"Disease resistant Grapevine";;
"OSCAR";"26_2017_00001";2019;"Disease resistant Grapevine";44,605080464217;4,8374456657736
"OSCAR";"47_2018_00003";2019;"Disease resistant Grapevine";44,681861586497;0,20244233408925
"OSCAR";"16_2018_00001";2020;"Disease resistant Grapevine";45,611930528704;-0,15759711135263
"OSCAR";"16_2018_00002";2020;"Disease resistant Grapevine";45,600716215811;-0,16991976317354
"OSCAR";"11_2012_00001";2020;"Disease resistant Grapevine";43,157189117391;3,1172782783681
"OSCAR";"30_2018_00001";2020;"Disease resistant Grapevine";43,894139896819;4,4656922356686
"OSCAR";"34_2018_00001";2020;"Disease resistant Grapevine";;
"OSCAR";"34_2018_00004";2020;"Disease resistant Grapevine";43,47952144167;3,2516907549419
"OSCAR";"11_2012_00002";2020;"Disease resistant Grapevine";43,157169831551;3,1172729214725
"OSCAR";"30_2018_00002";2020;"Disease resistant Grapevine";43,989053558047;4,1304869696821
"OSCAR";"30_2018_00003";2020;"Disease resistant Grapevine";43,738597451684;4,2511173606994
"OSCAR";"30_2018_00004";2020;"Disease resistant Grapevine";43,92076663889;4,5210071353062
"OSCAR";"34_2018_00006";2020;"Disease resistant Grapevine";43,432336879477;3,2897535994612
"OSCAR";"34_2018_00007";2020;"Disease resistant Grapevine";43,539461034629;3,7704082575417
"OSCAR";"34_2019_00004";2020;"Disease resistant Grapevine";43,319671774243;3,0685707396016
"OSCAR";"30_2018_00007";2020;"Disease resistant Grapevine";44,010313386667;4,1060202338658
"OSCAR";"30_2018_00008";2020;"Disease resistant Grapevine";43,904287865468;4,4990876991792
"OSCAR";"32_2018_00001";2020;"Disease resistant Grapevine";43,820575257086;0,18112622582168
"OSCAR";"34_2018_00003";2020;"Disease resistant Grapevine";43,344201619849;2,7989978793921
"OSCAR";"34_2018_00008";2020;"Disease resistant Grapevine";;
"OSCAR";"11_2015_00004";2020;"Disease resistant Grapevine";43,154942770792;3,1131853232528
"OSCAR";"30_2018_00005";2020;"Disease resistant Grapevine";43,925392501543;4,6418567115405
"OSCAR";"30_2018_00006";2020;"Disease resistant Grapevine";43,764617934707;4,5803320077861
"OSCAR";"34_2018_00002";2020;"Disease resistant Grapevine";43,344493656362;2,7969808000896
"OSCAR";"34_2018_00005";2020;"Disease resistant Grapevine";43,478161693967;3,2535292869188
"OSCAR";"16_2018_00003";2020;"Disease resistant Grapevine";;
"OSCAR";"11_2015_00002";2020;"Disease resistant Grapevine";43,156464542163;3,1157193984767
"OSCAR";"33_2011_00002";2020;"Disease resistant Grapevine";44,792312649782;-0,5767817114322
"OSCAR";"34_2016_00001";2020;"Disease resistant Grapevine";;
"OSCAR";"33_2018_00005";2020;"Disease resistant Grapevine";45,011464238203;-0,35166528248374
"OSCAR";"34_2013_00001";2020;"Disease resistant Grapevine";;
"OSCAR";"13_2016_00001";2020;"Disease resistant Grapevine";43,506137012925;4,7543923441331
"OSCAR";"33_2014_00002";2020;"Disease resistant Grapevine";44,752234673468;-0,20410688881191
"OSCAR";"68_2014_00002";2020;"Disease resistant Grapevine";48,071576640915;7,2783122372045
"OSCAR";"68_2014_00003";2020;"Disease resistant Grapevine";48,071488438911;7,278174823286
"OSCAR";"11_2015_00001";2020;"Disease resistant Grapevine";43,1552073711;3,1124787300623
"OSCAR";"32_2015_00001";2020;"Disease resistant Grapevine";43,940072858921;0,44882055647134
"OSCAR";"32_2018_00002";2020;"Disease resistant Grapevine";;
"OSCAR";"32_2018_00003";2020;"Disease resistant Grapevine";;
"OSCAR";"47_2017_00001";2020;"Disease resistant Grapevine";44,682209580553;0,20262763607888
"OSCAR";"34_2013_00002";2020;"Disease resistant Grapevine";;
"OSCAR";"07_2018_00005";2020;"Disease resistant Grapevine";;
"OSCAR";"07_2018_00006";2020;"Disease resistant Grapevine";;
"OSCAR";"33_2018_00002";2020;"Disease resistant Grapevine";44,534301162689;-0,16203922473485
"OSCAR";"13_2016_00002";2020;"Disease resistant Grapevine";43,506066938998;4,7540090448849
"OSCAR";"11_2016_00001";2020;"Disease resistant Grapevine";;
"OSCAR";"33_2018_00003";2020;"Disease resistant Grapevine";44,532896565608;-0,16321179267172
"OSCAR";"33_2018_00004";2020;"Disease resistant Grapevine";45,116089356621;-0,44653118137732
"OSCAR";"33_2018_00006";2020;"Disease resistant Grapevine";45,036462077589;-0,33728367596791
"OSCAR";"34_2013_00003";2020;"Disease resistant Grapevine";;
"OSCAR";"47_2018_00003";2020;"Disease resistant Grapevine";44,681861586497;0,20244233408925
"OSCAR";"32_2015_00002";2020;"Disease resistant Grapevine";43,939908691147;0,44873129907907
"OSCAR";"16_2018_00001";2021;"Disease resistant Grapevine";45,611930528704;-0,15759711135263
"OSCAR";"16_2018_00002";2021;"Disease resistant Grapevine";45,600716215811;-0,16991976317354
"OSCAR";"16_2019_00001";2021;"Disease resistant Grapevine";45,690337774997;-0,3581141887131
"OSCAR";"11_2012_00001";2021;"Disease resistant Grapevine";43,157189117391;3,1172782783681
"OSCAR";"30_2018_00001";2021;"Disease resistant Grapevine";43,894139896819;4,4656922356686
"OSCAR";"34_2018_00001";2021;"Disease resistant Grapevine";;
"OSCAR";"34_2018_00005";2021;"Disease resistant Grapevine";43,478161693967;3,2535292869188
"OSCAR";"11_2012_00002";2021;"Disease resistant Grapevine";43,157169831551;3,1172729214725
"OSCAR";"30_2018_00002";2021;"Disease resistant Grapevine";43,989053558047;4,1304869696821
"OSCAR";"30_2018_00003";2021;"Disease resistant Grapevine";43,738597451684;4,2511173606994
"OSCAR";"30_2018_00004";2021;"Disease resistant Grapevine";43,92076663889;4,5210071353062
"OSCAR";"34_2018_00006";2021;"Disease resistant Grapevine";43,432336879477;3,2897535994612
"OSCAR";"34_2018_00007";2021;"Disease resistant Grapevine";43,539461034629;3,7704082575417
"OSCAR";"34_2019_00004";2021;"Disease resistant Grapevine";43,319671774243;3,0685707396016
"OSCAR";"11_2015_00003";2021;"Disease resistant Grapevine";43,154411395602;3,1109761102078
"OSCAR";"30_2018_00007";2021;"Disease resistant Grapevine";44,010313386667;4,1060202338658
"OSCAR";"30_2019_00003";2021;"Disease resistant Grapevine";44,06337892639;4,0464051875884
"OSCAR";"34_2018_00003";2021;"Disease resistant Grapevine";43,344201619849;2,7989978793921
"OSCAR";"30_2019_00004";2021;"Disease resistant Grapevine";44,25924994101;4,2117688675526
"OSCAR";"30_2020_00001";2021;"Disease resistant Grapevine";44,063874215697;4,0463625383991
"OSCAR";"34_2018_00008";2021;"Disease resistant Grapevine";;
"OSCAR";"11_2015_00004";2021;"Disease resistant Grapevine";43,154942770792;3,1131853232528
"OSCAR";"34_2018_00002";2021;"Disease resistant Grapevine";43,344493656362;2,7969808000896
"OSCAR";"34_2018_00004";2021;"Disease resistant Grapevine";43,47952144167;3,2516907549419
"OSCAR";"16_2018_00003";2021;"Disease resistant Grapevine";;
"OSCAR";"16_2019_00002";2021;"Disease resistant Grapevine";;
"OSCAR";"07_2019_00002";2021;"Disease resistant Grapevine";;
"OSCAR";"11_2015_00002";2021;"Disease resistant Grapevine";43,156464542163;3,1157193984767
"OSCAR";"24_2018_00007";2021;"Disease resistant Grapevine";44,829568321699;0,34659560833825
"OSCAR";"26_2016_00002";2021;"Disease resistant Grapevine";44,605330529685;4,8376837778706
"OSCAR";"26_2018_00004";2021;"Disease resistant Grapevine";44,233538758417;5,1781948711185
"OSCAR";"26_2019_00001";2021;"Disease resistant Grapevine";45,100681374656;5,1155153535009
"OSCAR";"34_2016_00001";2021;"Disease resistant Grapevine";;
"OSCAR";"47_2018_00002";2021;"Disease resistant Grapevine";44,462994773299;0,068017610867855
"OSCAR";"11_2013_00001";2021;"Disease resistant Grapevine";;
"OSCAR";"11_2013_00002";2021;"Disease resistant Grapevine";;
"OSCAR";"24_2018_00004";2021;"Disease resistant Grapevine";44,825862915343;0,35268506183616
"OSCAR";"33_2018_00005";2021;"Disease resistant Grapevine";45,011464238203;-0,35166528248374
"OSCAR";"34_2013_00001";2021;"Disease resistant Grapevine";;
"OSCAR";"67_2018_00003";2021;"Disease resistant Grapevine";48,58517606362;7,4554794914485
"OSCAR";"33_2014_00003";2021;"Disease resistant Grapevine";44,744791868194;-0,21366082333626
"OSCAR";"68_2014_00002";2021;"Disease resistant Grapevine";48,071576640915;7,2783122372045
"OSCAR";"68_2014_00003";2021;"Disease resistant Grapevine";48,071488438911;7,278174823286
"OSCAR";"47_2019_00003";2021;"Disease resistant Grapevine";44,681513609513;0,19991912918355
"OSCAR";"11_2015_00001";2021;"Disease resistant Grapevine";43,1552073711;3,1124787300623
"OSCAR";"24_2018_00005";2021;"Disease resistant Grapevine";44,829394763674;0,34725971231714
"OSCAR";"26_2017_00002";2021;"Disease resistant Grapevine";44,605103093369;4,8372673403233
"OSCAR";"26_2018_00002";2021;"Disease resistant Grapevine";44,233525668384;5,1781884567432
"OSCAR";"31_2019_00001";2021;"Disease resistant Grapevine";43,842900872932;1,3610526861952
"OSCAR";"32_2015_00001";2021;"Disease resistant Grapevine";43,940072858921;0,44882055647134
"OSCAR";"33_2017_00002";2021;"Disease resistant Grapevine";44,787082662761;-0,57796191660688
"OSCAR";"47_2017_00001";2021;"Disease resistant Grapevine";44,682209580553;0,20262763607888
"OSCAR";"82_2019_00001";2021;"Disease resistant Grapevine";43,88541315991;1,4286717503051
"OSCAR";"24_2018_00002";2021;"Disease resistant Grapevine";44,827915662775;0,3495502593546
